Description,GTINShipDate,Quantity
12/3lb Bags,1/27/2017,1
Micro 20lb 30ct,1/27/2017,1
40lb 65-85ct,1/27/2017,1
40lb Bonita (White),1/27/2017,1
40lb Fingerling,1/27/2017,1
40lb 45ct,1/27/2017,1
40lb 65ct,1/27/2017,1
Tray Pack - 4 pk 12 ct,1/27/2017,1
"55"" Bin Giant",1/27/2017,1
20lb Spec - Bonita No 1,1/27/2017,1
40lb Spc-Purple,1/27/2017,1
40lb 55ct,1/27/2017,1
40lb Organic,1/27/2017,1
40lb 50ct,1/27/2017,1
40lb Organic,1/30/2017,1
12/3lb Bags,1/30/2017,1
Tray Pack - 4 pk 12 ct,1/30/2017,1
40lb 65ct,1/30/2017,1
40lb 75ct,1/30/2017,1
40lb 65-85ct,1/30/2017,1
40lb 45ct,1/30/2017,1
40lb 33ct,1/30/2017,1
40lb Fingerling,1/30/2017,1
40lb 50ct,1/30/2017,1
40lb Bonita (White),1/30/2017,1
40lb Spc-Purple,1/30/2017,1
18kg (100-150g),1/30/2017,1
Micro - 6Kg (24ct),1/30/2017,1
Micro 20lb 30ct,1/30/2017,1
Unused,1/30/2017,1
40lb No 1,1/30/2017,1
40lb 55ct,1/30/2017,1
6kg (300-450g)L1,1/30/2017,1
20lb Spec - Bonita No 1,1/30/2017,1
40lb 90ct,1/30/2017,1
"55"" Bin Giant",1/30/2017,1
HP StkHse (12-16oz),1/30/2017,1
40lb Murasaki Med,2/3/2017,1
40lb 65ct Sysco/FP,2/3/2017,1
"55"" Bin Giant",2/3/2017,1
40lb 45ct,2/3/2017,1
8/3lb Bags,2/3/2017,1
40lb 90ct,2/3/2017,1
6kg (300-450g)L1,2/3/2017,1
40lb Spc-Purple,2/3/2017,1
40lb 50ct,2/8/2017,1
40lb 33ct,2/10/2017,1
40lb Bonita (White),2/10/2017,1
40lb 45ct,2/10/2017,1
"55"" Bin Giant",2/13/2017,1
20lb Spec - Bonita No 1,2/13/2017,1
Micro - 6Kg (24ct),2/13/2017,1
40lb No 1,2/13/2017,1
20lb No.1 (20ct),2/13/2017,1
40lb Organic,2/13/2017,1
40lb 50ct,2/13/2017,1
40lb 90ct,2/13/2017,1
12/3lb Bags,2/13/2017,1
Tray Pack - 4 pk 12 ct,2/13/2017,1
40lb 55ct,2/13/2017,1
40lb Jumbo,2/13/2017,1
6kg (600-800g),2/13/2017,1
40lb 45ct,2/13/2017,1
40lb 110ct,2/14/2017,1
40lb 45ct,2/14/2017,1
40lb 50ct,2/14/2017,1
40lb Bonita (White),2/14/2017,1
20lb No.1 (20ct),2/14/2017,1
12/3lb Bags,2/14/2017,1
40lb 75ct,2/14/2017,1
40lb 55ct,2/14/2017,1
"55"" Bin Giant",2/14/2017,1
40lb Murasaki Med,2/20/2017,1
12/3lb Bags,2/20/2017,1
40lb 65ct,2/20/2017,1
40lb Jumbo,2/20/2017,1
40lb Organic,2/20/2017,1
40lb 45ct,2/20/2017,1
40lb 50ct,2/20/2017,1
Micro - 6Kg (24ct),2/20/2017,1
40lb 33ct,2/20/2017,1
"36""Pickouts(2.5""-4.5"")",2/20/2017,1
40lb Fingerling,2/20/2017,1
12ct Steam Bags,2/20/2017,1
20lb No.1 (20ct),2/20/2017,1
40lb Spc-Purple,2/20/2017,1
Tray Pack - 4 pk 12 ct,2/20/2017,1
20lb Spec - Bonita No 1,2/20/2017,1
500kg Class 2,2/20/2017,1
40lb 55ct,2/20/2017,1
40lb 90ct,2/20/2017,1
"55"" Bin Giant",2/20/2017,1
40lb 50ct,2/21/2017,1
20lb Spec - Bonita No 1,2/21/2017,1
20lb No.1 (20ct),2/21/2017,1
Micro 20lb 30ct,2/21/2017,1
40lb No 1,2/21/2017,1
HP StkHse (12-16oz),2/21/2017,1
40lb 70ct,2/21/2017,1
40lb Spc-Purple,2/21/2017,1
"55"" Bin Giant",2/21/2017,1
40lb Organic,2/21/2017,1
Micro - 6Kg (24ct),2/21/2017,1
"36""Pickouts(2.5""-4.5"")",2/21/2017,1
40lb 45ct,2/21/2017,1
12/3lb Bags,2/21/2017,1
40lb 55ct,2/21/2017,1
40lb No 1,2/22/2017,1
20lb Spec - Bonita No 1,2/22/2017,1
Tray Pack - 4 pk 12 ct,2/22/2017,1
Micro - 6Kg (24ct),2/22/2017,1
40lb Spc-Purple,2/23/2017,1
"36""Pickouts(2.5""-4.5"")",2/23/2017,1
8/3lb Bags,2/23/2017,1
40lb Fingerling,2/24/2017,1
40lb 55ct,2/24/2017,1
"55"" Bin Giant",2/24/2017,1
40lb Jumbo,2/24/2017,1
18kg (220-260g),2/28/2017,1
18kg (600-800g),2/28/2017,1
40lb Bonita (White),2/28/2017,1
500kg (150-300g),2/28/2017,1
"55"" Bin Giant",2/28/2017,1
40lb 55ct,2/28/2017,1
40lb 75ct,2/28/2017,1
40lb Spc-Purple,2/28/2017,1
40lb 100ct,2/28/2017,1
Micro 20lb 30ct,2/28/2017,1
40lb No 1,2/28/2017,1
40lb Jumbo,2/28/2017,1
40lb 65ct Sysco/FP,2/28/2017,1
18kg (100-150g),2/28/2017,1
8/3lb Bags,3/2/2017,1
40lb 33ct,3/2/2017,1
40lb 45ct,3/2/2017,1
20lb No.1 (20ct),3/2/2017,1
12/3lb Bags,3/2/2017,1
40lb 50ct,3/2/2017,1
40lb 55ct,3/2/2017,1
500kg (300-800g),3/3/2017,1
"55"" Bin Giant",3/3/2017,1
40lb Murasaki Med,3/3/2017,1
40lb 50ct,3/3/2017,1
"55"" Bin Giant",3/6/2017,1
40lb Spc-Purple,3/6/2017,1
8/3lb Bags,3/7/2017,1
40lb No 1,3/7/2017,1
40lb Marble Mix,3/7/2017,1
HP StkHse (12-16oz),3/7/2017,1
40lb 50ct,3/7/2017,1
"55"" Bin Giant",3/7/2017,1
40lb Jumbo,3/7/2017,1
12/3lb Bags,3/7/2017,1
40lb Fingerling,3/7/2017,1
40lb 65ct Sysco/FP,3/7/2017,1
40lb Bonita (White),3/7/2017,1
Micro 20lb 30ct,3/7/2017,1
40lb 33ct,3/7/2017,1
40lb 45ct,3/7/2017,1
40lb 65ct,3/7/2017,1
40lb 65ct Sysco/FP,3/8/2017,1
40lb 45ct,3/8/2017,1
40lb Organic,3/8/2017,1
40lb 50ct,3/8/2017,1
40lb 38-40ct,3/8/2017,1
40lb 70ct,3/8/2017,1
40lb 90ct,3/8/2017,1
40lb 55ct,3/8/2017,1
"55"" Bin Giant",3/9/2017,1
40lb 45ct,3/9/2017,1
40lb Fingerling,3/10/2017,1
"55"" Bin Giant",3/10/2017,1
40lb 38-40ct - CV,3/10/2017,1
40lb Murasaki Med,3/10/2017,1
40lb Spec-Carolina Ruby,3/10/2017,1
40lb 25-28ct - CV,3/10/2017,1
40lb Spc-Purple,3/10/2017,1
40lb 70-80ct - CV,3/10/2017,1
8/3lb Bags,3/10/2017,1
40lb Spc-Purple,3/13/2017,1
500kg (150-300g),3/13/2017,1
6kg (450-600g)L2,3/14/2017,1
40lb 50ct,3/14/2017,1
6kg (600-800g),3/14/2017,1
40lb 45ct,3/14/2017,1
"55"" Bin Giant",3/14/2017,1
500kg Class 2,3/15/2017,1
"55"" Bin Giant",3/15/2017,1
6kg (600-800g),3/16/2017,1
HP StkHse (12-16oz),3/20/2017,1
"55"" Bin Giant",3/20/2017,1
12/3lb Bags,3/20/2017,1
500kg (150-300g),3/20/2017,1
40lb 75ct,3/20/2017,1
"36""Pickouts(2.5""-4.5"")",3/20/2017,1
500kg (300-800g),3/20/2017,1
40lb Fingerling,3/20/2017,1
40lb 50ct,3/20/2017,1
Micro 20lb 30ct,3/20/2017,1
Micro - 6Kg (24ct),3/21/2017,1
6kg (450-600g)L2,3/21/2017,1
Micro 20lb 30ct,3/21/2017,1
40lb 50ct,3/21/2017,1
40lb Jumbo,3/21/2017,1
40lb 45ct,3/21/2017,1
Tray Pack - 4 pk 12 ct,3/21/2017,1
500kg (300-800g),3/21/2017,1
"55"" Bin Giant",3/21/2017,1
20lb Spec - Bonita No 1,3/21/2017,1
40lb 55ct,3/21/2017,1
40lb No 1,3/21/2017,1
500kg (300-800g),3/22/2017,1
500kg (150-300g),3/22/2017,1
500kg Field Run,3/22/2017,1
500kg Giant,3/23/2017,1
500kg Field Run,3/23/2017,1
6kg (600-800g),3/23/2017,1
6kg (300-450g)L1,3/23/2017,1
500kg (300-800g),3/23/2017,1
500kg (300-800g),3/24/2017,1
40lb 50ct,3/24/2017,1
12/3lb Bags,3/24/2017,1
40lb Spc-Purple,3/24/2017,1
500kg Field Run,3/24/2017,1
"36""Pickouts(2.5""-4.5"")",3/24/2017,1
40lb 33ct,3/27/2017,1
"55"" Bin Giant",3/27/2017,1
40lb 55ct,3/27/2017,1
40lb Jumbo,3/27/2017,1
"Murasaki(1.5""-3.5"") Plastic",3/27/2017,1
40lb 45ct,3/27/2017,1
40lb 65ct Sysco/FP,3/27/2017,1
40lb 75ct,3/27/2017,1
20lb Spec - Bonita No 1,3/28/2017,1
40lb 38-40ct - CV,3/28/2017,1
40lb 33ct,3/28/2017,1
500kg (300-800g),3/28/2017,1
40lb Spc-Purple,3/28/2017,1
40lb 45ct,3/28/2017,1
40lb No 1,3/28/2017,1
40lb 40-50ct - CV,3/28/2017,1
Tray Pack - 4 pk 12 ct,3/28/2017,1
40lb Bonita (White),3/28/2017,1
"55"" Bin Giant",3/28/2017,1
40lb 65ct Sysco/FP,3/28/2017,1
40lb 50ct,3/28/2017,1
40lb Organic,3/28/2017,1
40lb Bonita JBO,3/28/2017,1
500kg Giant,3/28/2017,1
40lb 55ct,3/28/2017,1
12/3lb Bags,3/28/2017,1
Micro - 6Kg (24ct),3/28/2017,1
500kg (300-800g),3/29/2017,1
40lb 90ct,3/29/2017,1
40lb Fingerling,3/29/2017,1
40lb 65ct,3/29/2017,1
40lb 33ct,3/29/2017,1
40lb 45ct,3/29/2017,1
40lb Jumbo,3/29/2017,1
500kg (150-300g),3/29/2017,1
Micro 20lb 30ct,3/29/2017,1
40lb 75ct,3/29/2017,1
Tray Pack - 4 pk 12 ct,3/29/2017,1
40lb Murasaki Med,3/29/2017,1
40lb Marble Mix,3/29/2017,1
"36""Pickouts(2.5""-4.5"")",3/29/2017,1
500kg Giant,3/29/2017,1
40lb 55ct,3/29/2017,1
40lb 38-40ct,3/29/2017,1
"55"" Bin Giant",3/29/2017,1
40lb Spc-Purple,3/29/2017,1
40lb Organic,3/29/2017,1
6kg (300-450g)L1,3/29/2017,1
40lb Spec-Carolina Ruby,3/29/2017,1
40lb 50ct,3/29/2017,1
Micro - 6Kg (24ct),3/29/2017,1
18kg (100-150g),3/29/2017,1
40lb No 1,3/29/2017,1
40lb Bonita (White),3/29/2017,1
12/3lb Bags,3/29/2017,1
40lb 65ct,3/31/2017,1
40lb 45ct,3/31/2017,1
40lb 55ct,3/31/2017,1
500kg (300-800g),3/31/2017,1
40lb 50ct,3/31/2017,1
40lb Fingerling,3/31/2017,1
HP StkHse (12-16oz),3/31/2017,1
500kg Giant,3/31/2017,1
"55"" Bin Giant",3/31/2017,1
"36""Pickouts(2.5""-4.5"")",3/31/2017,1
40lb Spec-Carolina Ruby,3/31/2017,1
40lb Organic,3/31/2017,1
40lb Bonita (White),3/31/2017,1
12/3lb Bags,3/31/2017,1
40lb 90ct,3/31/2017,1
40lb Marble Mix,4/3/2017,1
40lb Spec-Carolina Ruby,4/3/2017,1
40lb 38-40ct - CV,4/3/2017,1
40lb 40-50ct - CV,4/3/2017,1
40lb Spc-Purple,4/3/2017,1
40lb 90ct,4/3/2017,1
12/3lb Bags,4/3/2017,1
40lb 55ct,4/3/2017,1
40lb Bonita (White),4/3/2017,1
"55"" Bin Giant",4/3/2017,1
40lb 33ct,4/3/2017,1
40lb Fingerling,4/3/2017,1
40lb 45ct,4/3/2017,1
40lb 100ct,4/3/2017,1
40lb 70-80ct - CV,4/3/2017,1
40lb 50ct,4/3/2017,1
40lb 65ct,4/3/2017,1
40lb 65ct Sysco/FP,4/3/2017,1
6kg (450-600g)L2,4/4/2017,1
500kg (150-300g),4/4/2017,1
"36""Pickouts(2.5""-4.5"")",4/4/2017,1
6kg (300-450g)L1,4/4/2017,1
"55"" Bin Giant",4/4/2017,1
500kg (300-800g),4/4/2017,1
20lb Spec - Bonita No 1,4/5/2017,1
40lb 50ct,4/5/2017,1
500kg (300-800g),4/5/2017,1
40lb 45ct,4/5/2017,1
Micro - 6Kg (24ct),4/5/2017,1
40lb No 1,4/5/2017,1
"55"" Bin Giant",4/5/2017,1
500kg Class 2,4/5/2017,1
500kg (150-300g),4/5/2017,1
"36""Pickouts(2.5""-4.5"")",4/5/2017,1
40lb Organic,4/5/2017,1
Tray Pack - 4 pk 12 ct,4/5/2017,1
40lb 55ct,4/5/2017,1
6kg Spec-Purple,4/6/2017,1
HP StkHse (12-16oz),4/6/2017,1
12/3lb Bags,4/6/2017,1
40lb 55ct,4/6/2017,1
40lb 50ct,4/6/2017,1
40lb 33ct,4/6/2017,1
"55"" Bin Giant",4/6/2017,1
40lb Fingerling,4/6/2017,1
40lb 65ct Sysco/FP,4/6/2017,1
40lb 45ct,4/6/2017,1
40lb Bonita (White),4/6/2017,1
18kg (150-300g),4/6/2017,1
500kg (150-300g),4/6/2017,1
6kg (300-450g)L1,4/6/2017,1
40lb Spc-Purple,4/6/2017,1
40lb 65ct,4/6/2017,1
6kg (600-800g),4/6/2017,1
18kg (100-150g),4/7/2017,1
40lb 65ct,4/7/2017,1
40lb Organic,4/7/2017,1
40lb No 2,4/7/2017,1
40lb 55ct,4/7/2017,1
18kg (150-300g),4/7/2017,1
40lb 50ct,4/7/2017,1
"55"" Bin Giant",4/7/2017,1
40lb 65ct Sysco/FP,4/7/2017,1
20lb No.1 (20ct),4/7/2017,1
6kg (300-450g)L1,4/7/2017,1
40lb Spc-Purple,4/7/2017,1
"36""Pickouts(2.5""-4.5"")",4/7/2017,1
40lb 45ct,4/7/2017,1
6kg (600-800g),4/7/2017,1
12/3lb Bags,4/7/2017,1
500kg (300-800g),4/7/2017,1
500kg Class 2,4/7/2017,1
500kg (150-300g),4/7/2017,1
40lb 65ct,4/8/2017,1
12/3lb Bags,4/8/2017,1
40lb 55ct,4/8/2017,1
"55"" Bin Giant",4/10/2017,1
40lb 55ct,4/10/2017,1
40lb Bonita (White),4/10/2017,1
40lb 65ct,4/10/2017,1
40lb Marble Mix,4/10/2017,1
40lb 45ct,4/10/2017,1
40lb 33ct,4/10/2017,1
500kg (150-300g),4/10/2017,1
500kg (300-800g),4/10/2017,1
40lb Spc-Purple,4/10/2017,1
40lb 50ct,4/10/2017,1
500kg Class 2,4/10/2017,1
18kg (100-150g),4/10/2017,1
40lb Bonita (White),4/11/2017,1
"36""Pickouts(2.5""-4.5"")",4/11/2017,1
40lb No 1,4/11/2017,1
40lb 50ct,4/11/2017,1
500kg (300-800g),4/11/2017,1
40lb 45ct,4/11/2017,1
HP StkHse (12-16oz),4/11/2017,1
40lb Jumbo,4/11/2017,1
12/3lb Bags,4/11/2017,1
40lb Fingerling,4/11/2017,1
40lb 55ct,4/11/2017,1
500kg Field Run,4/11/2017,1
"55"" Bin Giant",4/11/2017,1
40lb 65ct,4/11/2017,1
500kg Class 2,4/11/2017,1
Micro 20lb 30ct,4/11/2017,1
40lb Organic,4/11/2017,1
40lb Spc-Purple,4/11/2017,1
500kg (150-300g),4/11/2017,1
Tray Pack - 4 pk 12 ct,4/12/2017,1
Micro - 6Kg (24ct),4/12/2017,1
40lb 65ct,4/12/2017,1
12/3lb Bags,4/12/2017,1
40lb 45ct,4/12/2017,1
40lb Organic,4/12/2017,1
6kg (300-450g)L1,4/12/2017,1
500kg (300-800g),4/12/2017,1
20lb No.1 (20ct),4/12/2017,1
500kg Class 2,4/12/2017,1
18kg (100-150g),4/12/2017,1
40lb 55ct,4/12/2017,1
"55"" Bin Giant",4/12/2017,1
500kg Field Run,4/12/2017,1
"55"" Bin Giant",4/13/2017,1
500kg Field Run,4/13/2017,1
6kg Spec-Purple,4/13/2017,1
40lb 45ct,4/13/2017,1
500kg (150-300g),4/13/2017,1
500kg (300-800g),4/13/2017,1
500kg Spc-Purple Mix,4/13/2017,1
6kg (600-800g),4/13/2017,1
500kg Class 2,4/13/2017,1
40lb Fingerling,4/14/2017,1
500kg (300-800g),4/14/2017,1
40lb 65ct,4/14/2017,1
40lb Spc-Purple,4/14/2017,1
12/3lb Bags,4/14/2017,1
18kg (100-150g),4/14/2017,1
500kg Class 2,4/14/2017,1
40lb 45ct,4/14/2017,1
40lb 33ct,4/14/2017,1
40lb Marble Mix,4/14/2017,1
40lb 55ct,4/14/2017,1
500kg (150-300g),4/14/2017,1
"55"" Bin Giant",4/17/2017,1
40lb 55ct,4/17/2017,1
40lb Bonita (White),4/17/2017,1
500kg (150-300g),4/17/2017,1
18kg (100-150g),4/17/2017,1
500kg Field Run,4/17/2017,1
40lb 90ct,4/17/2017,1
500kg Class 2,4/17/2017,1
Micro 20lb 30ct,4/17/2017,1
40lb Spc-Purple,4/17/2017,1
12/3lb Bags,4/17/2017,1
40lb 75ct,4/18/2017,1
Micro - 6Kg (24ct),4/18/2017,1
"55"" Bin Giant",4/18/2017,1
"36""Pickouts(2.5""-4.5"")",4/18/2017,1
500kg (300-800g),4/18/2017,1
40lb 45ct,4/18/2017,1
500kg (150-300g),4/18/2017,1
40lb Medium,4/18/2017,1
40lb Organic,4/19/2017,1
500kg (150-300g),4/19/2017,1
Tray Pack - 4 pk 12 ct,4/19/2017,1
40lb 38-40ct - CV,4/19/2017,1
500kg Class 2,4/19/2017,1
40lb 45ct,4/19/2017,1
6kg (300-450g)L1,4/19/2017,1
12/3lb Bags,4/19/2017,1
6kg (450-600g)L2,4/19/2017,1
Micro - 6Kg (24ct),4/19/2017,1
500kg (300-800g),4/19/2017,1
18kg (100-150g),4/19/2017,1
20lb Spec - Bonita No 1,4/19/2017,1
20lb No.1 (20ct),4/19/2017,1
40lb 55ct,4/19/2017,1
40lb Jumbo,4/19/2017,1
"55"" Bin Giant",4/19/2017,1
40lb 55ct,4/20/2017,1
500kg Spc-Purple Mix,4/20/2017,1
"55"" Bin Giant",4/20/2017,1
40lb 75ct,4/20/2017,1
500kg (300-800g),4/20/2017,1
6kg (600-800g),4/20/2017,1
40lb Jumbo,4/20/2017,1
20lb No.1 (20ct),4/20/2017,1
500kg Giant,4/20/2017,1
6kg Spec-Purple,4/20/2017,1
12ct Steam Bags,4/20/2017,1
18kg (100-150g),4/20/2017,1
500kg Class 2,4/20/2017,1
500kg (150-300g),4/20/2017,1
500kg (150-300g),4/21/2017,1
40lb 40-50ct - CV,4/21/2017,1
40lb 55ct,4/21/2017,1
"55"" Bin Giant",4/21/2017,1
40lb 90ct,4/21/2017,1
18kg (100-150g),4/21/2017,1
40lb 38-40ct - CV,4/21/2017,1
500kg (300-800g),4/21/2017,1
500kg Class 2,4/21/2017,1
6kg (600-800g),4/21/2017,1
40lb 70-80ct - CV,4/21/2017,1
40lb No 1,4/24/2017,1
"55"" Bin Giant",4/24/2017,1
500kg (150-300g),4/24/2017,1
40lb 45ct,4/24/2017,1
40lb 70ct,4/24/2017,1
40lb 50ct,4/24/2017,1
HP StkHse (12-16oz),4/24/2017,1
18kg (100-150g),4/24/2017,1
500kg (300-800g),4/24/2017,1
40lb 55ct,4/25/2017,1
40lb 90ct,4/25/2017,1
40lb 50ct,4/25/2017,1
"55"" Bin Giant",4/25/2017,1
500kg (300-800g),4/25/2017,1
40lb Jumbo,4/25/2017,1
500kg Class 2,4/25/2017,1
500kg Giant,4/25/2017,1
40lb 45ct,4/26/2017,1
500kg (150-300g),4/26/2017,1
Micro - 6Kg (24ct),4/26/2017,1
6kg (600-800g),4/26/2017,1
18kg (600-800g),4/26/2017,1
500kg (300-800g),4/26/2017,1
20lb Spec - Bonita No 1,4/26/2017,1
6kg (300-450g)L1,4/26/2017,1
500kg Giant,4/26/2017,1
500kg (300-800g),4/27/2017,1
40lb 75ct,4/27/2017,1
500kg Class 2,4/27/2017,1
40lb Spc-Purple,4/27/2017,1
18kg (100-150g),4/27/2017,1
40lb 90ct,4/27/2017,1
40lb 45ct,4/27/2017,1
500kg (100-150g),4/27/2017,1
40lb 55ct,4/27/2017,1
500kg (150-300g),4/27/2017,1
40lb Fingerling,4/28/2017,1
40lb Marble Mix,4/28/2017,1
18kg (100-150g),4/28/2017,1
40lb Bonita (White),4/28/2017,1
40lb 55ct,4/28/2017,1
6kg (450-600g)L2,4/28/2017,1
500kg (150-300g),4/28/2017,1
6kg (300-450g)L1,4/28/2017,1
500kg (300-800g),4/28/2017,1
40lb Spc-Purple,4/28/2017,1
40lb 75ct,4/28/2017,1
40lb 45ct,4/28/2017,1
40lb 65ct,4/28/2017,1
6kg (600-800g),4/28/2017,1
"55"" Bin Giant",4/28/2017,1
40lb 50ct,4/29/2017,1
40lb 55ct,4/29/2017,1
Micro - 6Kg (24ct),5/1/2017,1
40lb Organic,5/1/2017,1
40lb 90ct,5/1/2017,1
40lb Bonita (White),5/1/2017,1
40lb 55ct,5/1/2017,1
HP StkHse (12-16oz),5/1/2017,1
Micro 20lb 30ct,5/1/2017,1
40lb 45ct,5/1/2017,1
40lb Fingerling,5/1/2017,1
40lb 50ct,5/1/2017,1
40lb 65ct,5/1/2017,1
40lb 75ct,5/1/2017,1
12/3lb Bags,5/1/2017,1
"55"" Bin Giant",5/1/2017,1
40lb 38-40ct,5/2/2017,1
40lb 55ct,5/2/2017,1
"55"" Bin Giant",5/2/2017,1
40lb 50ct,5/2/2017,1
40lb 75ct,5/2/2017,1
40lb 33ct,5/2/2017,1
40lb 90ct,5/2/2017,1
40lb 45ct,5/2/2017,1
40lb Spc-Purple,5/2/2017,1
40lb Medium,5/2/2017,1
40lb 100ct,5/2/2017,1
40lb 70ct,5/2/2017,1
40lb 65ct Sysco/FP,5/2/2017,1
6kg (450-600g)L2,5/3/2017,1
500kg (300-800g),5/3/2017,1
500kg (150-300g),5/3/2017,1
500kg (100-150g),5/3/2017,1
500kg Giant,5/3/2017,1
40lb 33ct,5/4/2017,1
40lb 55ct,5/4/2017,1
20lb Spec - Bonita No 1,5/4/2017,1
40lb Organic,5/4/2017,1
18kg (600-800g),5/4/2017,1
500kg (100-150g),5/4/2017,1
Micro - 6Kg (24ct),5/4/2017,1
500kg (300-800g),5/4/2017,1
500kg (150-300g),5/4/2017,1
40lb 45ct,5/4/2017,1
500kg (600-800g),5/4/2017,1
500kg Giant,5/4/2017,1
Tray Pack - 4 pk 12 ct,5/4/2017,1
40lb 75ct,5/5/2017,1
40lb Spc-Purple,5/5/2017,1
40lb 100ct,5/5/2017,1
40lb Fingerling,5/5/2017,1
40lb Spec-Carolina Ruby,5/5/2017,1
"55"" Bin Giant",5/5/2017,1
6kg (450-600g)L2,5/5/2017,1
40lb 55ct,5/5/2017,1
40lb Bonita (White),5/5/2017,1
500kg (300-800g),5/5/2017,1
40lb 45ct,5/5/2017,1
500kg (100-150g),5/5/2017,1
40lb 33ct,5/5/2017,1
40lb 90ct,5/5/2017,1
500kg (150-300g),5/5/2017,1
40lb Organic,5/8/2017,1
40lb 90ct,5/8/2017,1
500kg Giant,5/8/2017,1
"55"" Bin Giant",5/8/2017,1
40lb 50ct,5/8/2017,1
500kg (150-300g),5/8/2017,1
40lb 33ct,5/8/2017,1
40lb 55ct,5/8/2017,1
12/3lb Bags,5/8/2017,1
Micro 20lb 30ct,5/9/2017,1
"55"" Bin Giant",5/9/2017,1
40lb No 1,5/9/2017,1
40lb 50ct,5/9/2017,1
500kg (150-300g),5/9/2017,1
500kg (300-800g),5/9/2017,1
40lb 45ct,5/9/2017,1
40lb 55ct,5/10/2017,1
6kg (450-600g)L2,5/10/2017,1
40lb Organic,5/10/2017,1
500kg (300-800g),5/10/2017,1
500kg (100-150g),5/10/2017,1
"55"" Bin Giant",5/10/2017,1
40lb 45ct,5/10/2017,1
500kg (150-300g),5/10/2017,1
40lb 70ct,5/11/2017,1
12/3lb Bags,5/11/2017,1
HP StkHse (12-16oz),5/11/2017,1
8/3lb Bags,5/11/2017,1
"55"" Bin Giant",5/11/2017,1
40lb 55ct,5/11/2017,1
40lb Bonita (White),5/11/2017,1
40lb 50ct,5/11/2017,1
Micro - 6Kg (24ct),5/11/2017,1
40lb Spc-Purple,5/11/2017,1
500kg Class 2,5/12/2017,1
40lb 50ct,5/12/2017,1
40lb Spec-Burgundy,5/12/2017,1
40lb Fingerling,5/12/2017,1
40lb 75ct,5/12/2017,1
40lb 100ct,5/12/2017,1
40lb Spc-Purple,5/12/2017,1
"55"" Bin Giant",5/12/2017,1
40lb 45ct,5/12/2017,1
40lb 55ct,5/12/2017,1
40lb 65ct,5/12/2017,1
40lb 90ct,5/12/2017,1
40lb 33ct,5/12/2017,1
500kg Field Run,5/12/2017,1
40lb Marble Mix,5/12/2017,1
12/3lb Bags,5/15/2017,1
40lb Bonita (White),5/15/2017,1
Micro - 6Kg (24ct),5/15/2017,1
40lb 55ct,5/15/2017,1
500kg (150-300g),5/15/2017,1
40lb Organic,5/15/2017,1
"55"" Bin Giant",5/15/2017,1
40lb 70ct,5/15/2017,1
40lb Fingerling,5/15/2017,1
40lb 55ct,5/16/2017,1
40lb 50ct,5/16/2017,1
40lb 45ct,5/16/2017,1
500kg (300-800g),5/16/2017,1
Micro - 6Kg (24ct),5/16/2017,1
"55"" Bin Giant",5/16/2017,1
40lb Organic,5/16/2017,1
Tray Pack - 4 pk 12 ct,5/16/2017,1
40lb 70ct,5/16/2017,1
20lb Spec - Bonita No 1,5/16/2017,1
40lb 70ct,5/17/2017,1
40lb 50ct,5/17/2017,1
40lb 55ct,5/17/2017,1
"55"" Bin Giant",5/17/2017,1
40lb Fingerling,5/17/2017,1
40lb 100ct,5/17/2017,1
HP StkHse (12-16oz),5/17/2017,1
500kg Field Run,5/17/2017,1
12/3lb Bags,5/17/2017,1
40lb Spc-Purple,5/17/2017,1
500kg (100-150g),5/17/2017,1
40lb 110ct,5/17/2017,1
500kg Field Run,5/18/2017,1
40lb Medium,5/18/2017,1
"55"" Bin Giant",5/18/2017,1
40lb 110ct,5/18/2017,1
40lb 65ct Sysco/FP,5/18/2017,1
18kg (150-300g),5/18/2017,1
500kg (100-150g),5/18/2017,1
500kg (300-800g),5/18/2017,1
40lb 33ct,5/18/2017,1
40lb 45ct,5/18/2017,1
40lb 55ct,5/18/2017,1
500kg (150-300g),5/18/2017,1
40lb 75ct,5/18/2017,1
500kg (300-800g),5/19/2017,1
40lb 65ct,5/19/2017,1
40lb Fingerling,5/19/2017,1
40lb Jumbo,5/19/2017,1
40lb 45ct,5/19/2017,1
40lb 25-28ct - CV,5/19/2017,1
40lb 33ct,5/19/2017,1
40lb Spc-Purple,5/19/2017,1
40lb No 1,5/19/2017,1
40lb 70ct,5/19/2017,1
40lb 75ct,5/19/2017,1
8/3lb Bags,5/19/2017,1
40lb 70-80ct - CV,5/19/2017,1
Pickouts - Plastic,5/19/2017,1
40lb 55ct,5/19/2017,1
40lb 40-50ct - CV,5/19/2017,1
40lb 90ct,5/19/2017,1
"55"" Bin Giant",5/19/2017,1
40lb Marble Mix,5/19/2017,1
40lb 50ct,5/22/2017,1
40lb Bonita (White),5/22/2017,1
40lb Organic,5/22/2017,1
40lb Jumbo,5/22/2017,1
12/3lb Bags,5/22/2017,1
"55"" Bin Giant",5/22/2017,1
40lb 55ct,5/22/2017,1
40lb 38-40ct,5/22/2017,1
40lb Fingerling,5/22/2017,1
40lb No 1,5/22/2017,1
40lb 65ct,5/22/2017,1
40lb 90ct,5/22/2017,1
500kg Field Run,5/23/2017,1
500kg (150-300g),5/23/2017,1
6kg (450-600g)L2,5/23/2017,1
40lb 45ct,5/23/2017,1
500kg (300-800g),5/23/2017,1
